assemblyΩ1_3752	UniRef100_A0A127AYQ9~K21573	31.0	1069	618	29	50	1063	23	1026	2.71e-142	459
assemblyΩ1_155	UniRef100_A0A127AYQ9~K21573	30.1	1098	657	31	1	1060	1	1025	4.07e-125	413
assemblyΩ1_2587	UniRef100_A0A127AYQ9~K21573	32.0	1055	612	35	58	1059	24	1026	9.02e-133	434
assemblyΩ1_3559	UniRef100_A0A0H4VLB0~K21573	31.2	1078	647	32	17	1056	1	1021	9.13e-121	401
assemblyΩ1_3403	UniRef100_A0A016E2A2~K03296	99.2	1052	8	0	1	1052	1	1052	0.0	1958
assemblyΩ1_2227	UniRef100_E6VRD9~K18138	46.2	1035	542	6	5	1030	5	1033	7.90e-297	860
assemblyΩ1_107	UniRef100_A0A0H4VLB0~K21573	33.2	1073	634	28	2	1045	3	1021	5.73e-156	494
assemblyΩ1_807	UniRef100_A0A127AYQ9~K21573	32.0	1108	597	36	6	1042	4	1026	4.91e-128	421
assemblyΩ1_1357	UniRef100_A0A1G1U1G5~K15726	95.0	1041	52	0	1	1041	1	1041	0.0	1889
assemblyΩ1_1720	UniRef100_A0A0P0M5U4~K03296	76.1	1039	246	2	1	1038	1	1038	0.0	1516
assemblyΩ1_2616	UniRef100_A0A078T3M4~K03296	59.5	1036	419	1	1	1035	1	1036	0.0	1201
assemblyΩ1_3932	UniRef100_A0A016DF42~K01190	93.9	1035	62	1	1	1035	1	1034	0.0	2058
assemblyΩ1_2882	UniRef100_Q7MXU3~K07787	73.8	1029	267	3	1	1028	1	1027	0.0	1445
assemblyΩ1_2383	UniRef100_A0A139TDJ0~K01190	92.5	1020	76	0	1	1020	1	1020	0.0	2006
assemblyΩ1_4112	UniRef100_A0A0H4VLB0~K21573	35.3	1045	626	17	1	1019	1	1021	1.18e-178	553
assemblyΩ1_4097	UniRef100_A0A127AYQ9~K21573	34.5	1031	609	26	32	1016	16	1026	4.92e-169	528
assemblyΩ1_3992	UniRef100_Q5LIN1~K02519	97.2	1016	27	1	1	1016	1	1015	0.0	1627
assemblyΩ1_3947	UniRef100_A5FJ22~K08282	31.9	918	553	19	92	998	94	950	2.00e-123	406
assemblyΩ3_11	UniRef100_A0A0K6BPR9~K18138	98.6	1011	14	0	1	1011	1	1011	0.0	1885
assemblyΩ1_2462	UniRef100_G8QP23~K18303	30.0	1046	688	6	2	1010	5	1043	1.51e-148	475
assemblyΩ1_3742	UniRef100_A0A1D9LGG9~K18303	30.9	997	680	7	16	1007	20	1012	8.19e-149	475
assemblyΩ1_393	UniRef100_Q64X84~K01156	92.1	1010	80	0	1	1010	1	1010	0.0	1832
assemblyΩ1_3611	UniRef100_A0A0E2AJS1~K12257	98.8	1007	12	0	1	1007	1	1007	0.0	1868
assemblyΩ1_2444	UniRef100_A0A0E2AM14~K21573	98.9	1002	11	0	1	1002	1	1002	0.0	1980
assemblyΩ1_3058	UniRef100_A0A1Q2HSJ4~K01190	40.7	996	536	19	15	994	8	964	6.94e-264	771
assemblyΩ1_3175	UniRef100_D6D6A8~K21573	34.1	1022	563	35	43	998	31	1007	2.78e-147	470
assemblyΩ1_2259	UniRef100_Q64RJ0~K03546	93.2	987	67	0	1	987	1	987	0.0	1595
assemblyΩ3_1	UniRef100_A0A0H4VLB0~K21573	33.3	997	590	26	2	972	74	1021	8.50e-145	463
assemblyΩ1_4373	UniRef100_A6L4D5~K01190	36.2	802	460	15	30	809	35	806	8.23e-145	459
assemblyΩ1_4133	UniRef100_A0A139T2M6~K18930	89.3	948	99	1	1	948	1	946	0.0	1749
assemblyΩ1_1883	UniRef100_Q4QEX2~K05305	37.2	1144	496	23	27	949	46	1187	1.24e-230	691
assemblyΩ1_1227	UniRef100_Q5LDN2~K00281	96.5	949	33	0	1	949	1	949	0.0	1863
assemblyΩ7_1	UniRef100_A0A0H4VLB0~K21573	33.5	981	590	25	1	944	66	1021	9.41e-148	470
assemblyΩ1_3803	UniRef100_R7AKH8~K01869	96.8	943	30	0	1	943	1	943	0.0	1897
assemblyΩ1_1912	UniRef100_A0A149N5F1~K03701	98.7	942	12	0	1	942	1	942	0.0	1843
assemblyΩ1_282	UniRef100_Q64XK8~K07263	92.7	939	69	0	1	939	1	939	0.0	1738
assemblyΩ1_3887	UniRef100_A0A149NP30~K02335	95.4	935	43	0	1	935	30	964	0.0	1749
assemblyΩ1_4375	UniRef100_A0A068NKQ1~K12308	34.4	916	512	23	12	918	6	841	3.52e-157	489
assemblyΩ1_2471	UniRef100_Q64R17~K03701	97.3	925	25	0	1	925	3	927	0.0	1833
assemblyΩ1_2317	UniRef100_A0A1C0W9Q1~K00548	96.2	916	35	0	1	916	17	932	0.0	1724
assemblyΩ1_926	UniRef100_A6L055~K21573	31.2	941	546	28	34	914	102	1001	5.11e-115	382
assemblyΩ1_1833	UniRef100_A0A0K6BUP5~K01006	99.4	906	5	0	1	906	1	906	0.0	1773
assemblyΩ1_3007	UniRef100_E1WWW8~K00705	93.1	900	62	0	1	900	1	900	0.0	1784
assemblyΩ1_1267	UniRef100_A0A0P0FGA7~K01190	86.5	895	121	0	1	895	1	895	0.0	1662
assemblyΩ1_3533	UniRef100_A0A139TFI5~K01537	97.2	894	25	0	1	894	1	894	0.0	1674
assemblyΩ1_860	UniRef100_Q64VR4~K01190	91.2	891	77	1	1	890	1	891	0.0	1703
assemblyΩ1_2009	UniRef100_A0A0P0FQD5~K01531	71.6	884	250	1	1	884	1	883	0.0	1268
assemblyΩ1_207	UniRef100_A0A139TIV5~K05349	91.1	883	79	0	1	883	1	883	0.0	1646
assemblyΩ1_4116	UniRef100_A0A149N1E5~K02621	97.5	882	22	0	1	882	1	882	0.0	1727
assemblyΩ1_4217	UniRef100_A0A0K6BPN2~K07277	99.2	878	7	0	1	878	1	878	0.0	1673
assemblyΩ1_312	UniRef100_Q5LGN1~K01873	96.9	875	27	0	1	875	1	875	0.0	1727
assemblyΩ1_3005	UniRef100_E1WWW7~K00525	98.6	872	12	0	2	873	11	882	0.0	1743
assemblyΩ1_46	UniRef100_Q64YB4~K01872	98.4	872	14	0	1	872	1	872	0.0	1709
assemblyΩ1_3802	UniRef100_Q5L7B7~K03555	98.2	871	16	0	1	871	9	879	0.0	1680
assemblyΩ1_1067	UniRef100_A0A1C7P8S8~K01190	45.8	866	438	14	1	860	1	841	1.34e-272	783
assemblyΩ1_420	UniRef100_A0A0K6BSE2~K03695	99.0	862	9	0	1	862	1	862	0.0	1607
assemblyΩ1_920	UniRef100_A0A139T845~K01192	92.6	856	63	0	1	856	1	856	0.0	1671
assemblyΩ1_2028	UniRef100_A0A149N4Z7~K00688	98.4	854	14	0	1	854	1	854	0.0	1733
assemblyΩ1_1665	UniRef100_A0A1G1U776~K00688	100	852	0	0	1	852	1	852	0.0	1778
assemblyΩ1_2569	UniRef100_Q3IDF4~K01303	30.9	761	485	14	92	841	101	831	8.83e-116	377
assemblyΩ1_1735	UniRef100_A0A0K6BVA8~K02469	98.7	845	11	0	1	845	1	845	0.0	1624
assemblyΩ1_461	UniRef100_Q5FRA2~K01187	40.9	724	369	18	35	718	52	756	2.82e-188	564
assemblyΩ1_1734	UniRef100_A0A0K6BUU9~K03696	96.9	844	26	0	1	844	1	844	0.0	1519
assemblyΩ1_630	UniRef100_A0A0K6BRR9~K04759	97.5	827	21	0	14	840	1	827	0.0	1603
assemblyΩ1_1096	UniRef100_A0A0K2HLU4~K00525	86.5	839	112	1	1	838	1	839	0.0	1474
assemblyΩ1_925	UniRef100_A0A015QR55~K01190	97.1	833	24	0	1	833	1	833	0.0	1692
assemblyΩ1_3969	UniRef100_A0A174II56~K07126	86.1	719	100	0	1	719	1	719	2.77e-301	854
assemblyΩ1_478	UniRef100_A0A0E2ASH9~K07456	93.4	832	55	0	1	832	1	832	0.0	1481
assemblyΩ1_3473	UniRef100_R6Z6W9~K04066	95.9	828	34	0	4	831	11	838	0.0	1577
assemblyΩ1_163	UniRef100_E1WLT1~K01775	97.7	831	19	0	1	831	10	840	0.0	1622
assemblyΩ3_5	UniRef100_E1WL67~K01256	88.1	829	99	0	1	829	9	837	0.0	1491
assemblyΩ1_3626	UniRef100_A0A0K6C0H5~K15923	94.7	829	44	0	1	829	1	829	0.0	1650
assemblyΩ1_295	UniRef100_Q64XJ3~K03466	95.2	829	40	0	1	829	1	829	0.0	1529
assemblyΩ1_3793	UniRef100_F4L677~K15923	47.7	799	404	8	13	804	11	802	8.76e-265	762
assemblyΩ1_4321	UniRef100_D9SJL4~K04085	48.7	837	410	8	1	826	1	829	1.72e-261	753
assemblyΩ1_1578	UniRef100_A0A149NK85~K01338	98.9	822	9	0	1	822	1	822	0.0	1568
assemblyΩ1_3555	UniRef100_A0A015TBQ6~K09955	92.8	820	59	0	1	820	1	820	0.0	1574
assemblyΩ1_1863	UniRef100_Q5LC76~K01890	97.3	820	22	0	1	820	1	820	0.0	1597
assemblyΩ1_298	UniRef100_A0A015PKE0~K12373	92.3	814	63	0	1	814	1	814	0.0	1563
assemblyΩ1_115	UniRef100_A0A139TC01~K05349	88.1	812	97	0	1	812	3	814	0.0	1447
assemblyΩ1_4358	UniRef100_A0A1G1TYL8~K12524	98.6	811	11	0	1	811	1	811	0.0	1544
assemblyΩ1_800	UniRef100_A0A1G1U7D8~K02004	97.6	806	19	0	1	806	1	806	0.0	1546
assemblyΩ1_1243	UniRef100_G8TKC0~K02004	33.5	837	496	22	1	805	1	808	1.70e-122	393
assemblyΩ1_3816	UniRef100_A0A139TG86~K02014	97.5	800	20	0	2	801	5	804	0.0	1535
assemblyΩ1_798	UniRef100_A0A221JMM5~K02004	88.4	801	93	0	1	801	1	801	0.0	1392
assemblyΩ1_4369	UniRef100_H6NEG8~K15923	31.3	760	461	26	44	767	120	854	1.16e-83	292
assemblyΩ1_2851	UniRef100_A0A0K6BXL0~K21636	99.0	796	8	0	1	796	1	796	0.0	1569
assemblyΩ1_2134	UniRef100_F0R1S7~K02014	42.1	779	431	11	20	790	18	784	1.92e-198	588
assemblyΩ1_1821	UniRef100_A0A0E2ANQ2~K03657	94.1	786	46	0	1	786	1	786	0.0	1457
assemblyΩ1_627	UniRef100_E1WSM3~K05367	91.5	786	60	1	1	786	1	779	0.0	1491
assemblyΩ1_4005	UniRef100_Q64ZP0~K07407	94.0	719	43	0	67	785	1	719	0.0	1418
assemblyΩ1_1786	UniRef100_G8UJ88~K02014	62.8	783	283	4	2	783	39	814	0.0	1008
assemblyΩ1_985	UniRef100_A0A1C0X299~K16089	36.8	684	414	7	80	762	10	676	1.29e-154	472
assemblyΩ1_3604	UniRef100_A0A0E2AJW5~K03168	97.2	781	22	0	1	781	1	781	0.0	1469
assemblyΩ1_3181	UniRef100_F7LKH2~K02014	99.9	778	1	0	1	778	1	778	0.0	1588
assemblyΩ1_1507	UniRef100_A0A139TEW2~K05366	96.8	777	25	0	1	777	1	777	0.0	1540
assemblyΩ1_921	UniRef100_A0A015TRD6~K12373	98.8	774	9	0	1	774	1	774	0.0	1569
assemblyΩ1_2460	UniRef100_F7LUE6~K00691	86.6	770	103	0	3	772	1	770	0.0	1402
assemblyΩ1_2384	UniRef100_A0A0E2AKH8~K12373	87.6	772	95	1	1	772	1	771	0.0	1417
assemblyΩ1_725	UniRef100_A0A139T190~K01153	99.7	771	2	0	1	771	1	771	0.0	1541
assemblyΩ1_3057	UniRef100_Q64PE2~K12308	92.8	769	55	0	1	769	1	769	0.0	1511
assemblyΩ1_1332	UniRef100_A0A139TER4~K02004	50.1	770	374	7	2	769	1	762	6.88e-255	731
assemblyΩ1_1329	UniRef100_A0A139TEZ6~K02004	70.2	768	229	0	2	769	1	768	0.0	1073
assemblyΩ1_2996	UniRef100_Q64PM0~K12373	86.3	768	105	0	1	768	1	768	0.0	1407
assemblyΩ1_1977	UniRef100_A0A015VDY5~K16089	96.7	767	25	0	1	767	1	767	0.0	1502
assemblyΩ1_4095	UniRef100_A0A015X9Q3~K05349	95.6	766	34	0	1	766	1	766	0.0	1459
assemblyΩ1_3498	UniRef100_E1WPX4~K02014	87.7	765	94	0	1	765	1	765	0.0	1391
assemblyΩ1_1330	UniRef100_E1WMP8~K02004	48.1	769	387	9	1	764	1	762	2.87e-242	699
assemblyΩ1_1327	UniRef100_A0A139TER4~K02004	70.0	764	227	2	1	764	1	762	0.0	1074
assemblyΩ1_979	UniRef100_D1JLB0~K16089	97.9	763	16	0	1	763	1	763	0.0	1519
assemblyΩ1_2786	UniRef100_A0A149N391~K00029	99.2	762	6	0	1	762	1	762	0.0	1475
assemblyΩ1_273	UniRef100_A0A015S802~K00266	98.6	762	11	0	1	762	1	762	0.0	1466
assemblyΩ1_201	UniRef100_H8KLM1~K15923	49.1	735	365	5	26	751	24	758	1.53e-270	770
assemblyΩ1_518	UniRef100_A0A149MY71~K03455	97.6	754	18	0	1	754	1	754	0.0	1397
assemblyΩ1_2705	UniRef100_Q64QG1~K03455	87.4	752	95	0	1	752	1	752	0.0	1250
assemblyΩ1_1732	UniRef100_A0A149N6J9~K07001	95.1	750	37	0	1	750	17	766	0.0	1447
assemblyΩ1_1666	UniRef100_A0A1G1U7A6~K03455	100	748	0	0	1	748	1	748	0.0	1392
assemblyΩ1_49	UniRef100_A0A016I810~K00951	97.6	748	17	1	1	748	1	747	0.0	1432
assemblyΩ1_2913	UniRef100_A0A015TR32~K01681	97.6	747	18	0	1	747	1	747	0.0	1455
assemblyΩ1_805	UniRef100_E1WTS4~K00833	94.2	741	43	0	1	741	1	741	0.0	1433
assemblyΩ1_547	UniRef100_A0A0K6BSQ7~K00656	99.6	742	3	0	1	742	1	742	0.0	1477
assemblyΩ1_2974	UniRef100_A0A139T3L0~K03169	93.0	716	50	0	25	740	1	716	0.0	1299
assemblyΩ1_4364	UniRef100_A0A015TZ31~K02014	93.5	739	48	0	1	739	1	739	0.0	1423
assemblyΩ1_3297	UniRef100_A0A016BRV7~K01197	93.4	739	49	0	1	739	1	739	0.0	1415
assemblyΩ1_1340	UniRef100_A0A139TF05~K00951	99.1	737	7	0	1	737	40	776	0.0	1429
assemblyΩ1_3312	UniRef100_A0A0K6BZF6~K06147	98.6	736	10	0	1	736	1	736	0.0	1407
assemblyΩ1_2985	UniRef100_A0A0K6BXV8~K07001	89.7	736	76	0	1	736	1	736	0.0	1355
assemblyΩ1_2229	UniRef100_A0A149NIT3~K07001	95.4	736	34	0	1	736	1	736	0.0	1398
assemblyΩ1_1234	UniRef100_A0A0K6BTM2~K01533	98.0	736	15	0	1	736	1	736	0.0	1365
assemblyΩ1_247	UniRef100_A0A0K6BQI3~K01278	97.8	736	16	0	1	736	1	736	0.0	1492
assemblyΩ1_4007	UniRef100_A0A1C0WW37~K15987	99.0	734	7	0	1	734	1	734	0.0	1358
assemblyΩ1_1463	UniRef100_X5DVL6~K20344	35.4	725	463	3	2	726	4	723	3.15e-142	440
assemblyΩ1_1946	UniRef100_A0A1C7GZT7~K01915	94.5	729	40	0	1	729	1	729	0.0	1389
assemblyΩ1_300	UniRef100_A0A149NDG9~K01915	98.9	729	8	0	1	729	1	729	0.0	1437
assemblyΩ1_3350	UniRef100_A0A0K6BZI2~K03654	99.9	726	1	0	1	726	1	726	0.0	1431
assemblyΩ3_14	UniRef100_A0A081U9T1~K06147	100	723	0	0	1	723	1	723	0.0	1412
assemblyΩ1_106	UniRef100_E1WLM5~K05349	91.1	720	64	0	1	720	1	720	0.0	1334
assemblyΩ1_436	UniRef100_A9KVV1~K01991	30.7	706	432	16	31	691	109	802	4.55e-86	295
assemblyΩ1_4037	UniRef100_A0A139SYA7~K02014	90.3	719	70	0	1	719	1	719	0.0	1373
assemblyΩ1_1845	UniRef100_Q64T82~K07012	94.7	719	38	0	1	719	1	719	0.0	1353
assemblyΩ1_407	UniRef100_Q64X35~K21574	95.8	719	30	0	1	719	1	719	0.0	1434
assemblyΩ3_8	UniRef100_A0A015Q4X7~K01205	94.3	718	41	0	1	718	1	718	0.0	1425
assemblyΩ1_3024	UniRef100_A0A149N220~K02355	99.4	718	4	0	1	718	1	718	0.0	1430
assemblyΩ1_2977	UniRef100_A0A0K6BXQ8~K01847	99.6	715	3	0	1	715	1	715	0.0	1410
assemblyΩ1_3786	UniRef100_A0A0K6C0B5~K12573	98.6	714	10	0	1	714	1	714	0.0	1377
assemblyΩ1_1993	UniRef100_A0A139T4T5~K16089	96.6	714	24	0	1	714	1	714	0.0	1396
assemblyΩ1_336	UniRef100_A0A1G1U6G1~K03770	96.5	712	25	0	1	712	1	712	0.0	1323
assemblyΩ1_3512	UniRef100_Q5L7Z7~K00962	99.3	708	5	0	1	708	1	708	0.0	1373
assemblyΩ1_4026	UniRef100_Q659S5~K03587	97.2	707	20	0	1	707	1	707	0.0	1355
assemblyΩ1_974	UniRef100_Q64VC5~K06959	95.2	707	34	0	1	707	1	707	0.0	1317
assemblyΩ1_3447	UniRef100_Q5L8A7~K02355	99.3	705	5	0	1	705	1	705	0.0	1386
assemblyΩ1_2456	UniRef100_A0A0P0FW97~K17680	51.5	610	267	9	88	688	3	592	1.51e-204	594
assemblyΩ1_3827	UniRef100_E1WJS4~K01190	92.2	704	55	0	1	704	1	704	0.0	1382
assemblyΩ1_2298	UniRef100_A0A017N6J6~K01284	93.0	703	49	0	1	703	1	703	0.0	1323
assemblyΩ1_3199	UniRef100_A0A139KR05~K03169	100	700	0	0	1	700	1	700	0.0	1377
assemblyΩ1_2763	UniRef100_E1WV68~K01843	95.9	699	29	0	1	699	1	699	0.0	1334
assemblyΩ1_3121	UniRef100_A0A1G1TY03~K03655	97.1	698	20	0	1	698	1	698	0.0	1325
assemblyΩ1_1386	UniRef100_A0A0K2HIV3~K03169	67.6	689	221	1	10	696	4	692	0.0	935
assemblyΩ1_4084	UniRef100_Q64ZE7~K01190	92.5	695	52	0	1	695	1	695	0.0	1379
assemblyΩ1_3640	UniRef100_A0A2D3M935~K03169	96.7	696	23	0	1	696	1	696	0.0	1354
assemblyΩ1_4266	UniRef100_A0A2D3NE61~K03169	100	695	0	0	1	695	1	695	0.0	1391
assemblyΩ1_4071	UniRef100_A0A0N7I9M7~K09955	61.9	683	251	4	12	692	10	685	0.0	918
assemblyΩ1_2809	UniRef100_D6CW75~K01322	67.7	703	217	4	1	694	1	702	0.0	994
assemblyΩ1_1501	UniRef100_A0A076J2B8~K21572	50.5	697	315	9	2	695	1	670	1.42e-237	681
assemblyΩ1_582	UniRef100_E1WRZ7~K03169	99.4	695	4	0	1	695	1	695	0.0	1359
assemblyΩ1_3881	UniRef100_Q650J0~K01278	92.8	691	50	0	1	691	29	719	0.0	1378
assemblyΩ1_3565	UniRef100_A0A0N7I9M7~K09955	64.6	690	240	2	1	690	1	686	0.0	955
assemblyΩ1_2875	UniRef100_A0A015VMZ1~K00937	95.7	691	30	0	1	691	1	691	0.0	1328
assemblyΩ1_1784	UniRef100_A0A1G1TNF7~K16089	95.1	691	33	1	1	691	1	690	0.0	1333
assemblyΩ1_232	UniRef100_A0A016HC81~K01284	92.1	685	54	0	1	685	1	685	0.0	1288
assemblyΩ1_923	UniRef100_E1WUA9~K12373	93.9	690	42	0	1	690	1	690	0.0	1334
assemblyΩ1_919	UniRef100_A0A139T865~K05970	94.6	690	37	0	1	690	1	690	0.0	1389
assemblyΩ1_2350	UniRef100_Q5LAX6~K03628	92.5	691	47	3	1	689	1	688	0.0	1125
assemblyΩ1_1094	UniRef100_E1QIS2~K02014	32.4	678	428	11	28	688	34	698	3.30e-114	365
assemblyΩ1_369	UniRef100_A0A139TAG5~K16089	94.8	687	36	0	1	687	1	687	0.0	1337
assemblyΩ1_3713	UniRef100_A0A015V8Q6~K09181	96.9	686	21	0	1	686	1	686	0.0	1300
assemblyΩ1_3470	UniRef100_A0A1G1TZA2~K07037	97.4	685	18	0	1	685	1	685	0.0	1295
assemblyΩ1_3371	UniRef100_K1G2I8~K02014	100	685	0	0	1	685	1	685	0.0	1398
assemblyΩ1_2578	UniRef100_I9VQH3~K01277	95.3	683	32	0	1	683	1	683	0.0	1315
assemblyΩ1_236	UniRef100_A0A076J2B8~K21572	53.2	686	302	8	1	683	1	670	2.85e-244	697
assemblyΩ1_1733	UniRef100_Q5LCH4~K04079	96.9	681	21	0	1	681	1	681	0.0	1300
assemblyΩ1_3723	UniRef100_Q64MP7~K01874	99.3	679	5	0	1	679	1	679	0.0	1379
assemblyΩ1_788	UniRef100_E1WTQ7~K19049	83.7	673	110	0	7	679	1	673	0.0	1173
assemblyΩ1_829	UniRef100_A0A0K6BS87~K11381	98.4	678	11	0	1	678	1	678	0.0	1347
assemblyΩ1_3140	UniRef100_D1JX42~K07386	95.3	677	32	0	1	677	1	677	0.0	1321
assemblyΩ1_1920	UniRef100_Q5LC24~K03702	98.2	677	12	0	1	677	1	677	0.0	1298
assemblyΩ1_3628	UniRef100_A0A1C0X6S5~K21572	62.1	689	234	10	4	675	2	680	6.35e-312	869
assemblyΩ1_4329	UniRef100_A0A017PA88~K01547	96.9	674	21	0	1	674	9	682	0.0	1229
assemblyΩ1_510	UniRef100_A0A1H6JWC8~K21572	57.5	673	275	8	1	671	1	664	3.71e-273	770
assemblyΩ1_3062	UniRef100_E1WMT3~K02238	78.0	672	148	0	1	672	28	699	0.0	1044
assemblyΩ1_915	UniRef100_A0A1C0X6S5~K21572	57.7	683	272	9	3	671	1	680	9.16e-294	823
assemblyΩ1_531	UniRef100_A0A139T106~K01187	91.4	671	58	0	1	671	18	688	0.0	1306
assemblyΩ1_1522	UniRef100_A0A015U1K4~K00700	97.0	670	20	0	1	670	1	670	0.0	1389
assemblyΩ1_1265	UniRef100_C6IQA4~K21572	84.2	673	103	2	1	670	1	673	0.0	1194
assemblyΩ1_2310	UniRef100_Q64RE3~K04084	96.0	669	27	0	1	669	1	669	0.0	1275
assemblyΩ1_849	UniRef100_A0A015VGY9~K00615	98.5	669	10	0	1	669	1	669	0.0	1300
assemblyΩ1_3108	UniRef100_D1JV89~K02316	97.0	667	20	0	1	667	9	675	0.0	1284
assemblyΩ1_238	UniRef100_A0A1C0X6S5~K21572	64.0	683	227	11	1	667	1	680	0.0	890
assemblyΩ1_3619	UniRef100_A0A0K2HN06~K21572	51.8	654	294	9	9	653	10	651	2.70e-225	648
assemblyΩ1_1730	UniRef100_Q5LCI0~K01972	95.6	664	29	0	1	664	1	664	0.0	1276
