# BUSCO version is: 5.6.1 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1661836at2	Complete	1:783427-784044	783427	784044	+	143.2	143	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	10:69894-70304	69894	70304	+	106.2	84	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	10:50074-50772	50074	50772	+	207.3	164	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	23:33305-33865	33865	33305	-	142.1	131	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	5:232223-232786	232786	232223	-	127.0	120	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	10:73598-73993	73598	73993	+	173.3	128	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Complete	17:23531-23884	23531	23884	+	115.4	87	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	16:9004-9876	9004	9876	+	147.8	142	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	10:49615-50058	49615	50058	+	122.5	104	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	10:63571-63972	63571	63972	+	173.0	100	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Complete	10:79068-79457	79068	79457	+	144.5	96	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	2:199144-199596	199596	199144	-	191.7	140	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	4:287621-288349	287621	288349	+	33.1	81	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	1:357324-357977	357324	357977	+	83.4	94	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	12:47623-48009	48009	47623	-	106.4	97	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	10:78676-79056	78676	79056	+	141.5	98	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	7:122389-122733	122389	122733	+	46.3	70	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	10:71068-71502	71068	71502	+	144.1	102	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	10:71974-72339	71974	72339	+	130.2	103	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	12:48016-48477	48477	48016	-	144.0	112	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	10:51349-51723	51349	51723	+	83.4	84	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	23:62133-62552	62552	62133	-	69.0	69	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Fragmented	6:40487-40978	40978	40487	-	64.2	64	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	4:144556-144975	144975	144556	-	67.5	75	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	10:81190-81675	81190	81675	+	89.2	82	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	23:46023-46778	46778	46023	-	43.4	81	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	3:53437-54363	54363	53437	-	153.7	181	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	29:9000-9452	9452	9000	-	107.5	107	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	10:75686-76132	75686	76132	+	74.8	81	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	4:207893-208765	208765	207893	-	55.3	90	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	10:69589-69858	69589	69858	+	130.4	71	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	5:62869-63138	63138	62869	-	123.8	66	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Fragmented	1:427191-427820	427820	427191	-	39.1	54	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	1:358341-358691	358341	358691	+	118.0	90	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	9:135186-135731	135186	135731	+	97.0	69	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	16:6849-7388	6849	7388	+	80.2	151	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	7:122736-123008	122736	123008	+	85.6	46	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	5:63162-63479	63479	63162	-	112.6	98	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	7:123020-123463	123020	123463	+	70.0	85	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	10:74600-74944	74600	74944	+	131.5	102	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	22:28813-29145	29145	28813	-	100.1	106	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	10:68448-68738	68448	68738	+	99.9	86	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	26:29906-30175	29906	30175	+	91.8	66	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	6:77805-78164	78164	77805	-	82.5	79	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	4:286957-287211	287211	286957	-	52.7	63	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	10:66864-67169	66864	67169	+	130.2	87	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	10:71714-71971	71714	71971	+	93.9	56	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	10:72360-72680	72360	72680	+	55.9	53	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	1:358043-358240	358043	358240	+	37.3	30	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	10:71508-71705	71508	71705	+	27.1	28	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	10:78299-78517	78299	78517	+	93.0	54	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	1:350511-350927	350511	350927	+	45.0	61	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
