# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	76275	76793	+	LGJFBO_00077	212.0	5.1e-69	1.012	0.972	0.615	UniRef:UniRef50_K9E5H3
contig_1	cds	76813	77286	+	LGJFBO_00078	170.0	6.1e-53	0.962	0.873	0.550	UniRef:UniRef50_E6SSX3
contig_1	cds	77692	79146	+	LGJFBO_00079	-	-	-	-	-	-
contig_1	cds	79143	80531	+	LGJFBO_00080	-	-	-	-	-	-
contig_1	cds	80563	81768	+	LGJFBO_00081	540.0	2.4e-190	0.980	0.856	0.654	UniRef:UniRef50_A0A3E5G3G9
contig_1	cds	81781	82935	+	LGJFBO_00082	516.0	1.4e-181	1.143	0.989	0.613	UniRef:UniRef50_A0A8K0XX50
contig_1	cds	82935	84011	+	LGJFBO_00083	-	-	-	-	-	-
contig_1	cds	84023	85117	+	LGJFBO_00084	-	-	-	-	-	-
contig_1	cds	85119	85628	+	LGJFBO_00085	-	-	-	-	-	-
contig_1	cds	85646	86665	+	LGJFBO_00086	439.0	1.3e-152	1.009	0.851	0.637	UniRef:UniRef50_A0A1V4SKI8
contig_1	cds	86699	87832	+	LGJFBO_00087	-	-	-	-	-	-
contig_1	cds	87838	88968	+	LGJFBO_00088	491.0	4.0e-172	0.995	0.858	0.658	UniRef:UniRef50_A0A097I5C2
contig_1	cds	89055	90161	+	LGJFBO_00089	-	-	-	-	-	-
contig_1	cds	90177	91400	+	LGJFBO_00090	451.0	1.7e-155	0.968	0.860	0.563	UniRef:UniRef50_A0A174HLV8
contig_1	cds	91432	92019	+	LGJFBO_00091	229.0	6.6e-75	0.944	0.840	0.565	UniRef:UniRef50_A0A2G6G7L5
contig_1	tRNA	92179	92252	-	LGJFBO_00092	68.8	-	-	-	-	-
contig_1	cds	92393	92989	+	LGJFBO_00093	301.0	1.7e-103	1.010	0.930	0.780	UniRef:UniRef50_U6RNN6
contig_1	cds	93050	94915	+	LGJFBO_00094	811.0	8.5e-291	1.002	0.940	0.695	UniRef:UniRef50_K0WS01
contig_1	cds	94960	95694	-	LGJFBO_00095	446.0	8.3e-159	0.992	0.861	0.917	UniRef:UniRef50_A0A0P0GX03
contig_1	cds	95792	95980	+	LGJFBO_00096	-	-	-	-	-	-
contig_1	cds	96066	96446	-	LGJFBO_00097	231.0	5.0e-78	0.992	0.845	0.848	UniRef:UniRef50_E6U894
contig_1	cds	96590	97669	-	LGJFBO_00098	412.0	7.0e-142	1.111	1.008	0.549	UniRef:UniRef50_E6SP41
contig_1	cds	97689	98414	-	LGJFBO_00099	326.0	1.2e-111	1.079	0.989	0.592	UniRef:UniRef50_E6SP42
contig_1	cds	98486	99193	-	LGJFBO_00100	254.0	5.3e-84	0.902	0.891	0.552	UniRef:UniRef50_B2RHS7
contig_1	cds	99211	99915	-	LGJFBO_00101	316.0	1.8e-107	1.0	0.818	0.611	UniRef:UniRef50_A0A0P0GHQ9
contig_1	cds	100166	101977	+	LGJFBO_00102	-	-	-	-	-	-
contig_1	cds	101967	102074	-	LGJFBO_00103	-	-	-	-	-	-
contig_1	cds	102218	102760	+	LGJFBO_00104	300.0	8.2e-104	1.028	1.0	0.800	UniRef:UniRef50_E6SP25
contig_1	cds	102930	103940	-	LGJFBO_00105	388.0	7.1e-133	0.973	0.874	0.596	UniRef:UniRef50_C9MLC2
contig_1	cds	104164	105669	+	LGJFBO_00106	-	-	-	-	-	-
contig_1	cds	105796	106947	+	LGJFBO_00107	657.0	3.0e-238	1.0	1.0	0.841	UniRef:UniRef50_A0A0E2ARG9
contig_1	cds	107036	108325	-	LGJFBO_00108	563.0	4.2e-199	1.002	0.951	0.642	UniRef:UniRef50_A6LCW3
contig_1	cds	108489	108992	+	LGJFBO_00109	243.0	2.9e-81	1.0	0.831	0.665	UniRef:UniRef50_A0A174N7B6
contig_1	cds	109274	109954	+	LGJFBO_00110	275.0	2.9e-92	0.982	0.953	0.608	UniRef:UniRef50_A0A180F1Y5
contig_1	cds	109995	110654	+	LGJFBO_00111	242.0	4.0e-79	0.963	0.818	0.517	UniRef:UniRef50_Q6D820
contig_1	cds	110669	111124	+	LGJFBO_00112	211.0	8.3e-69	0.993	0.802	0.633	UniRef:UniRef50_R7ZDQ6
contig_1	cds	111134	111607	-	LGJFBO_00113	252.0	4.1e-85	1.0	0.831	0.777	UniRef:UniRef50_A6LDQ1
contig_1	cds	111704	112096	+	LGJFBO_00114	174.0	3.4e-55	1.0	0.915	0.646	UniRef:UniRef50_Q8A7G3
contig_1	cds	112089	112928	+	LGJFBO_00115	442.0	8.8e-156	1.0	0.823	0.799	UniRef:UniRef50_A0A4Q3W2Y5
contig_1	cds	113123	113674	+	LGJFBO_00116	278.0	1.3e-94	0.967	0.819	0.797	UniRef:UniRef50_A0A139KCQ6
contig_1	cds	113658	114698	+	LGJFBO_00117	355.0	3.8e-120	1.023	1.006	0.576	UniRef:UniRef50_A0A679HQ80
contig_1	cds	114735	115247	+	LGJFBO_00118	-	-	-	-	-	-
contig_1	cds	115399	116103	+	LGJFBO_00119	247.0	2.5e-80	1.0	0.821	0.564	UniRef:UniRef50_Q8A7G8
contig_1	cds	116132	117106	+	LGJFBO_00120	311.0	1.7e-103	0.920	0.923	0.547	UniRef:UniRef50_A0A174T3C9
contig_1	cds	117205	118314	-	LGJFBO_00121	481.0	1.3e-168	0.995	0.884	0.632	UniRef:UniRef50_A0QVQ8
contig_1	cds	119066	120718	+	LGJFBO_00122	800.0	1.1e-288	0.971	0.904	0.706	UniRef:UniRef50_I8X8V5
contig_1	cds	120789	122426	+	LGJFBO_00123	602.0	1.0e-210	0.960	0.914	0.566	UniRef:UniRef50_A0A174F4Y6
contig_1	cds	122533	124278	+	LGJFBO_00124	810.0	2.3e-291	1.0	0.937	0.676	UniRef:UniRef50_A0A1V6HFQ8
contig_1	cds	124609	125229	-	LGJFBO_00125	407.0	2.1e-145	1.0	1.0	1.0	UniRef:UniRef50_A0A0E2AVS1
contig_1	cds	125276	126175	-	LGJFBO_00126	376.0	1.3e-129	1.104	1.003	0.597	UniRef:UniRef50_E1WPV0
contig_1	cds	126198	128597	-	LGJFBO_00127	1401.0	0.0	1.0	1.0	0.999	UniRef:UniRef50_A0A0I9RRT2
contig_1	cds	128658	128771	-	LGJFBO_00128	-	-	-	-	-	-
contig_1	cds	129034	129948	-	LGJFBO_00129	328.0	1.0e-110	0.980	0.940	0.554	UniRef:UniRef50_I9B0L4
contig_1	cds	130484	131380	+	LGJFBO_00130	395.0	1.6e-137	1.003	1.0	0.632	UniRef:UniRef50_I8X8X7
contig_1	cds	131507	132286	-	LGJFBO_00131	391.0	1.6e-136	0.992	0.865	0.732	UniRef:UniRef50_A0A0P0LA98
contig_1	cds	132318	133907	-	LGJFBO_00132	593.0	4.2e-207	1.115	0.988	0.525	UniRef:UniRef50_E5CCV9
contig_1	cds	134182	135558	-	LGJFBO_00133	558.0	8.5e-197	1.002	0.994	0.593	UniRef:UniRef50_A0A380ZAT4
contig_1	cds	135617	136219	-	LGJFBO_00134	232.0	4.5e-76	1.010	0.981	0.614	UniRef:UniRef50_G5SSU5
contig_1	cds	136307	137113	-	LGJFBO_00135	323.0	1.9e-109	0.970	0.841	0.623	UniRef:UniRef50_A0A3E5GLY7
contig_1	cds	137149	137631	-	LGJFBO_00136	233.0	1.4e-77	0.963	0.860	0.747	UniRef:UniRef50_A0A0P0GM92
contig_1	cds	137749	138648	+	LGJFBO_00137	459.0	1.7e-162	0.910	0.837	0.831	UniRef:UniRef50_A0A0P0GXT0
contig_1	cds	138947	140194	+	LGJFBO_00138	611.0	6.3e-218	1.0	0.850	0.773	UniRef:UniRef50_I9GIN1
contig_1	cds	140315	141580	+	LGJFBO_00139	739.0	2.0e-269	1.0	1.0	0.865	UniRef:UniRef50_A0A2M9V766
contig_1	cds	141602	142870	+	LGJFBO_00140	446.0	1.6e-153	1.002	1.0	0.539	UniRef:UniRef50_D1JKG2
contig_1	cds	142892	144196	+	LGJFBO_00141	518.0	1.7e-181	1.002	1.0	0.598	UniRef:UniRef50_A0A174NND5
contig_1	cds	144203	145510	+	LGJFBO_00142	873.0	0.0	1.0	1.0	0.995	UniRef:UniRef50_I9BKK0
contig_1	cds	145529	146836	+	LGJFBO_00143	842.0	1.7e-309	1.0	1.0	0.956	UniRef:UniRef50_A0A174NND5
contig_1	cds	146840	148129	+	LGJFBO_00144	494.0	2.5e-172	1.014	1.0	0.582	UniRef:UniRef50_I9BKK0
contig_1	cds	148152	149459	+	LGJFBO_00145	734.0	5.6e-267	1.0	1.0	0.844	UniRef:UniRef50_Q64W73
contig_1	cds	149474	150736	+	LGJFBO_00146	753.0	9.6e-275	0.981	0.974	0.879	UniRef:UniRef50_A0A2M9V749
contig_1	cds	150923	151831	-	LGJFBO_00147	354.0	6.2e-121	0.964	0.893	0.591	UniRef:UniRef50_A0A108T4Q4
contig_1	cds	151831	152730	-	LGJFBO_00148	390.0	7.7e-135	0.987	0.858	0.637	UniRef:UniRef50_I9S2R1
contig_1	cds	152911	154176	+	LGJFBO_00149	626.0	7.5e-225	0.969	0.998	0.738	UniRef:UniRef50_A0A1H3XLA4
contig_1	cds	154339	155004	+	LGJFBO_00150	286.0	2.9e-96	1.032	0.891	0.654	UniRef:UniRef50_A0A174SID5
contig_1	cds	155191	155856	+	LGJFBO_00151	288.0	4.9e-97	1.027	0.887	0.656	UniRef:UniRef50_A0A174SID5
contig_1	cds	155911	156540	+	LGJFBO_00152	213.0	3.2e-68	0.995	0.972	0.654	UniRef:UniRef50_I9BKV9
contig_1	cds	156551	157849	+	LGJFBO_00153	766.0	7.4e-280	1.0	0.998	0.912	UniRef:UniRef50_A0A0K6BS02
contig_1	cds	157864	159108	+	LGJFBO_00154	-	-	-	-	-	-
contig_1	cds	159205	161817	+	LGJFBO_00155	1035.0	0.0	1.0	0.980	0.597	UniRef:UniRef50_A0A174SEB7
contig_1	cds	162098	163570	+	LGJFBO_00156	626.0	1.2e-221	0.953	0.863	0.670	UniRef:UniRef50_K6ACI9
contig_1	cds	163623	164972	+	LGJFBO_00157	471.0	1.4e-162	1.013	0.974	0.541	UniRef:UniRef50_A0A2S6I703
contig_1	cds	165016	166308	+	LGJFBO_00158	511.0	1.2e-178	1.009	0.969	0.624	UniRef:UniRef50_A0A0N7IET9
contig_1	cds	166297	167940	-	LGJFBO_00159	591.0	5.3e-206	1.011	0.920	0.514	UniRef:UniRef50_A0A9X1V7R6
contig_1	cds	167982	169679	-	LGJFBO_00160	811.0	2.2e-292	1.002	0.942	0.712	UniRef:UniRef50_E1WTB4
contig_1	cds	169811	170800	+	LGJFBO_00161	399.0	8.5e-138	0.994	0.916	0.606	UniRef:UniRef50_U6RH34
contig_1	cds	171226	171510	+	LGJFBO_00162	-	-	-	-	-	-
contig_1	cds	172154	174469	+	LGJFBO_00163	885.0	2.4e-315	1.019	0.995	0.584	UniRef:UniRef50_B5D2R3
contig_1	cds	174472	175992	+	LGJFBO_00164	587.0	1.1e-206	0.984	1.016	0.580	UniRef:UniRef50_A0A1T4QNP0
contig_1	cds	176008	177024	+	LGJFBO_00165	464.0	3.4e-163	0.997	0.974	0.688	UniRef:UniRef50_A0A953SRN0
contig_1	cds	177017	177463	+	LGJFBO_00166	277.0	1.6e-95	0.966	0.861	0.937	UniRef:UniRef50_A0A5J4SHA0
contig_1	cds	177490	179061	+	LGJFBO_00167	733.0	9.0e-264	1.023	1.043	0.735	UniRef:UniRef50_A0AB34X465
contig_1	cds	179041	179640	-	LGJFBO_00168	-	-	-	-	-	-
contig_1	cds	179699	180505	+	LGJFBO_00169	355.0	8.1e-122	0.981	0.809	0.646	UniRef:UniRef50_A0A7X2NKZ0
contig_1	cds	180973	181887	-	LGJFBO_00170	536.0	6.0e-193	1.053	1.0	0.878	UniRef:UniRef50_Q64W50
contig_1	cds	182039	182386	-	LGJFBO_00171	215.0	3.4e-72	0.913	0.861	0.952	UniRef:UniRef50_Q64PB2
contig_1	cds	183394	184032	+	LGJFBO_00172	409.0	1.2e-145	1.0	1.0	0.986	UniRef:UniRef50_I8YHY2
contig_1	cds	184044	184526	+	LGJFBO_00173	204.0	2.0e-66	0.975	0.963	0.628	UniRef:UniRef50_I8XP87
contig_1	cds	184563	185453	+	LGJFBO_00174	523.0	5.9e-187	0.986	0.809	0.870	UniRef:UniRef50_Q83AP7
contig_1	cds	185453	186028	+	LGJFBO_00175	285.0	3.9e-97	0.963	0.872	0.723	UniRef:UniRef50_A0A642KMG9
contig_1	cds	186049	186438	+	LGJFBO_00176	175.0	1.1e-55	0.953	0.815	0.634	UniRef:UniRef50_A0A069CXU1
contig_1	cds	186458	187774	+	LGJFBO_00177	556.0	1.9e-195	0.995	0.835	0.619	UniRef:UniRef50_Q74C59
contig_1	cds	187784	188719	+	LGJFBO_00178	402.0	1.9e-139	1.032	0.922	0.620	UniRef:UniRef50_K1LEG4
contig_1	cds	188858	189073	+	LGJFBO_00179	-	-	-	-	-	-
contig_1	cds	189096	189299	+	LGJFBO_00180	-	-	-	-	-	-
contig_1	cds	189735	191168	+	LGJFBO_00181	504.0	1.2e-174	0.998	0.988	0.580	UniRef:UniRef50_A0A015VZA4
contig_1	cds	191173	192105	+	LGJFBO_00182	629.0	1.4e-229	1.0	0.997	0.984	UniRef:UniRef50_A0A4Q0TY39
contig_1	cds	192093	192953	+	LGJFBO_00183	-	-	-	-	-	-
contig_1	cds	192970	193731	+	LGJFBO_00184	529.0	4.3e-191	0.992	0.807	1.0	UniRef:UniRef50_A0A7G3Z2E8
contig_1	cds	193903	194919	+	LGJFBO_00185	-	-	-	-	-	-
contig_1	cds	194946	195983	+	LGJFBO_00186	444.0	5.0e-155	1.0	0.972	0.716	UniRef:UniRef50_A0AAQ2S0N3
contig_1	cds	195999	196718	+	LGJFBO_00187	-	-	-	-	-	-
contig_1	cds	196723	197778	+	LGJFBO_00188	674.0	5.5e-246	1.0	0.967	0.986	UniRef:UniRef50_A0A5C6LFY0
contig_1	cds	197790	198833	+	LGJFBO_00189	688.0	9.6e-252	1.0	0.989	0.994	UniRef:UniRef50_A0A412YCQ5
contig_1	cds	198846	199670	+	LGJFBO_00190	304.0	4.9e-102	0.953	0.900	0.556	UniRef:UniRef50_A0A377H0B1
contig_1	cds	199667	200575	+	LGJFBO_00191	493.0	4.7e-176	1.033	1.0	0.772	UniRef:UniRef50_A0A0P0G337
contig_1	cds	200589	200687	+	LGJFBO_00192	-	-	-	-	-	-
contig_1	cds	200691	201641	+	LGJFBO_00193	449.0	2.2e-157	1.206	0.997	0.640	UniRef:UniRef50_A0A174JAZ5
contig_1	cds	201644	202231	+	LGJFBO_00194	201.0	7.6e-64	0.974	0.918	0.516	UniRef:UniRef50_I9BKZ2
contig_1	cds	202416	202631	+	LGJFBO_00195	77.8	6.3e-19	0.930	0.805	0.561	UniRef:UniRef50_U5BT69
contig_1	cds	202628	202954	+	LGJFBO_00196	-	-	-	-	-	-
contig_1	cds	202956	203291	+	LGJFBO_00197	211.0	6.8e-71	1.0	1.0	0.955	UniRef:UniRef50_I9VWS4
contig_1	cds	203339	204913	-	LGJFBO_00198	959.0	0.0	1.0	0.953	0.927	UniRef:UniRef50_F9D6T2
contig_1	cds	205193	205468	-	LGJFBO_00199	118.0	2.6e-34	1.0	0.883	0.593	UniRef:UniRef50_G5H6U3
contig_1	cds	205673	206719	+	LGJFBO_00200	545.0	6.2e-195	0.983	0.929	0.763	UniRef:UniRef50_A0A174HSC8
contig_1	cds	206763	208331	+	LGJFBO_00201	753.0	1.7e-270	0.990	0.865	0.710	UniRef:UniRef50_A0A139KP32
contig_1	cds	208419	208877	+	LGJFBO_00202	202.0	1.3e-65	1.092	1.006	0.651	UniRef:UniRef50_A0A1T5ASN4
contig_1	cds	209013	210359	+	LGJFBO_00203	542.0	1.4e-190	1.0	0.970	0.636	UniRef:UniRef50_E6K7H2
contig_1	cds	210367	211017	+	LGJFBO_00204	366.0	1.2e-128	1.0	0.964	0.819	UniRef:UniRef50_A0A7X7WZ11
contig_1	cds	211038	213344	+	LGJFBO_00205	944.0	0.0	0.983	0.964	0.604	UniRef:UniRef50_K9EJU1
contig_1	cds	213530	213634	-	LGJFBO_00206	-	-	-	-	-	-
contig_1	cds	213649	213951	-	LGJFBO_00207	141.0	1.7e-43	0.980	0.980	0.653	UniRef:UniRef50_A0A0F5J9E0
contig_1	cds	214238	215101	+	LGJFBO_00208	310.0	2.8e-104	1.010	1.007	0.524	UniRef:UniRef50_E1WTF6
contig_1	cds	215145	216230	+	LGJFBO_00209	701.0	6.6e-256	1.0	0.928	0.994	UniRef:UniRef50_K9EMC8
contig_1	cds	216257	217285	+	LGJFBO_00210	395.0	3.3e-136	0.991	0.977	0.581	UniRef:UniRef50_Q64W12
contig_1	cds	217311	218849	+	LGJFBO_00211	762.0	3.4e-275	1.0	0.977	0.764	UniRef:UniRef50_Q64W11
contig_1	cds	219019	220344	-	LGJFBO_00212	-	-	-	-	-	-
contig_1	cds	220408	222450	-	LGJFBO_00213	1401.0	0.0	1.0	0.993	0.993	UniRef:UniRef50_C3QN03
contig_1	cds	222497	224677	-	LGJFBO_00214	921.0	0.0	0.942	0.929	0.652	UniRef:UniRef50_E5CD12
contig_1	ncRNA-region	224705	224913	-	-	110.2	9.3e-19	-	-	-	RFAM:RF00174
contig_1	cds	225663	226598	-	LGJFBO_00215	399.0	3.9e-138	1.051	0.979	0.602	UniRef:UniRef50_Q8A7N9
contig_1	cds	226693	228531	+	LGJFBO_00216	1076.0	0.0	1.0	1.0	0.835	UniRef:UniRef50_Q64W02
