#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	47149	47487	-	LLMDKN_000097	12.2	9.8		
contig_1	47489	47683	-	LLMDKN_000098	7.0	9.0		
contig_1	47808	48263	-	LLMDKN_000099	17.0	9.4		
contig_1	48296	48718	+	LLMDKN_000100	15.4	8.7		
contig_1	48601	48849	-	LLMDKN_000101	8.9	4.1		
contig_1	48894	49469	-	LLMDKN_000102	20.8	7.9		
contig_1	49466	49837	-	LLMDKN_000103	14.0	4.5		
contig_1	49777	50277	-	LLMDKN_000104	19.0	9.6		
contig_1	50442	50555	-	LLMDKN_000105	4.5	4.6		
contig_1	50558	50854	-	LLMDKN_000106	11.6	5.5		
contig_1	51137	51586	-	LLMDKN_000107	16.9	9.5		
contig_1	51570	51779	-	LLMDKN_000108	8.1	9.2		
contig_1	51761	52498	-	LLMDKN_000109	28.7	9.5		
contig_1	52650	53033	-	LLMDKN_000110	14.1	10.0		
contig_1	53053	53208	-	LLMDKN_000111	6.1	5.7	PF11325.14|DUF3127	PFAM:PF11325.14
contig_1	53147	53344	-	LLMDKN_000112	7.8	11.4		
contig_1	53862	54068	-	LLMDKN_000113	7.7	11.5		
contig_1	54181	54459	-	LLMDKN_000114	10.3	7.9		
contig_1	54617	54868	-	LLMDKN_000115	9.8	9.4		
contig_1	54878	55159	-	LLMDKN_000116	10.8	9.1		SO:0001217, UniRef:UniRef50_R9HHM2
contig_1	55515	55904	+	LLMDKN_000118	14.7	10.7		
contig_1	56041	56154	-	LLMDKN_000119	4.5	9.2		
contig_1	56267	56509	-	LLMDKN_000121	8.8	7.8		
contig_1	56481	56714	-	LLMDKN_000122	9.3	10.4		
contig_1	56731	56994	-	LLMDKN_000123	9.8	9.5		
contig_1	57142	57321	-	LLMDKN_000124	6.9	9.4		
contig_1	57394	57726	-	LLMDKN_000125	12.2	7.0		
contig_1	57723	58157	-	LLMDKN_000126	16.4	8.5	PF01807.25|Zn_ribbon_DnaG	PFAM:PF01807.25
contig_1	58159	58557	+	LLMDKN_000127	14.8	9.6		
contig_1	58602	59174	-	LLMDKN_000128	21.4	9.3		
contig_1	59152	59580	-	LLMDKN_000129	16.0	5.7	PF14297.12|Lin1244_N	PFAM:PF14297.12
contig_1	59800	60174	-	LLMDKN_000130	14.2	10.3		
contig_1	60351	60524	-	LLMDKN_000131	6.6	8.9		SO:0001217, UniRef:UniRef50_Q5LCQ4
contig_1	60544	60723	-	LLMDKN_000132	6.9	9.1		
contig_1	60741	60887	-	LLMDKN_000133	5.2	4.5		
contig_1	61835	62047	-	LLMDKN_000135	8.0	9.7		
contig_1	62322	62531	-	LLMDKN_000136	7.7	5.1	PF00962.28|A_deaminase	PFAM:PF00962.28
contig_1	62535	62693	-	LLMDKN_000137	5.7	6.0		
contig_1	62690	63232	-	LLMDKN_000138	20.4	6.2		
contig_1	63229	63402	-	LLMDKN_000139	6.7	5.0		
contig_1	63392	63595	-	LLMDKN_000140	7.4	9.4		
contig_1	63765	64529	-	LLMDKN_000141	28.8	5.7		
contig_1	64671	65741	-	LLMDKN_000142	40.4	9.2		
contig_1	65778	66077	-	LLMDKN_000143	11.2	5.3		
contig_1	66102	66302	-	LLMDKN_000144	7.3	4.4		
contig_1	66332	66691	-	LLMDKN_000145	13.1	4.5		
contig_1	66688	67287	-	LLMDKN_000146	22.1	10.3		
contig_1	67415	67669	-	LLMDKN_000147	8.7	10.3		
contig_1	67639	67926	-	LLMDKN_000148	10.5	5.7		
contig_1	67923	68210	-	LLMDKN_000149	10.6	7.7		
contig_1	68235	68447	-	LLMDKN_000150	7.9	9.5		
contig_1	68508	69368	-	LLMDKN_000151	32.2	9.6		
contig_1	69383	70345	-	LLMDKN_000152	37.2	9.5	PF12833.13|HTH_18	PFAM:PF12833.13
contig_1	70312	71166	-	LLMDKN_000153	32.7	6.9		
contig_1	71192	71314	-	LLMDKN_000154	4.9	9.6		
contig_1	71277	71525	-	LLMDKN_000155	9.6	6.1		
contig_1	71890	72057	+	LLMDKN_000156	6.4	5.7		
contig_1	72116	72325	+	LLMDKN_000157	7.8	4.4		
contig_1	72643	72882	+	LLMDKN_000158	9.1	9.2		
contig_1	72768	73124	-	LLMDKN_000159	14.3	5.0	PF00268.27|Ribonuc_red_sm	PFAM:PF00268.27
contig_1	73282	73635	-	LLMDKN_000160	13.8	9.0	PF00268.27|Ribonuc_red_sm	PFAM:PF00268.27
contig_1	73768	74190	-	LLMDKN_000161	15.6	8.8		
contig_1	74160	74417	-	LLMDKN_000162	9.8	9.2		
contig_1	74496	74681	-	LLMDKN_000163	6.5	4.6		
contig_1	74690	75289	-	LLMDKN_000164	22.8	8.8		
contig_1	75297	75575	-	LLMDKN_000165	10.8	6.4	PF00317.26|Ribonuc_red_lgN	PFAM:PF00317.26
contig_1	75529	75690	-	LLMDKN_000166	6.0	4.3		
contig_1	75687	76283	-	LLMDKN_000167	22.8	5.3	PF03477.21|ATP-cone	PFAM:PF03477.21
contig_1	76795	77268	+	LLMDKN_000168	18.0	9.6		
contig_1	77498	78022	-	LLMDKN_000169	19.1	9.3		
contig_1	78085	78672	+	LLMDKN_000170	22.4	9.0	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	78645	78881	+	LLMDKN_000171	8.8	7.8		
contig_1	78985	79512	+	LLMDKN_000172	19.6	7.7		
contig_1	79509	80213	+	LLMDKN_000173	26.4	9.5		
contig_1	80219	80830	+	LLMDKN_000174	23.4	7.1	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_1	80802	81041	+	LLMDKN_000175	8.9	7.7		
contig_1	81179	81586	+	LLMDKN_000176	15.0	5.3	PF06969.22|HemN_C	PFAM:PF06969.22
contig_1	81625	81798	+	LLMDKN_000177	6.2	9.4	PF00070.33|Pyr_redox, PF01266.30|DAO, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF13450.12
contig_1	81947	82276	+	LLMDKN_000178	12.3	6.9		
contig_1	82285	82608	+	LLMDKN_000179	12.0	9.1		
contig_1	82811	82978	+	LLMDKN_000180	6.1	9.5		
contig_1	83162	83338	-	LLMDKN_000181	7.1	9.2		
contig_1	83305	83532	-	LLMDKN_000182	8.8	4.9		
contig_1	83690	83935	-	LLMDKN_000183	8.8	4.5		
contig_1	84336	84620	+	LLMDKN_000184	10.6	4.9		
contig_1	84604	85035	+	LLMDKN_000185	16.9	6.5	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	85043	85186	+	LLMDKN_000186	5.7	4.5		
contig_1	85791	86759	-	LLMDKN_000187	36.0	5.4		
contig_1	86717	86929	-	LLMDKN_000188	7.9	4.4	PF17820.7|PDZ_6	PFAM:PF17820.7
contig_1	87291	87422	+	LLMDKN_000189	5.1	9.4		
contig_1	87559	87813	+	LLMDKN_000190	10.0	9.2		
contig_1	88360	88557	+	LLMDKN_000191	7.6	9.7		
contig_1	88608	88868	+	LLMDKN_000192	10.2	7.7		
contig_1	89036	89737	+	LLMDKN_000193	27.3	5.7	PF04542.20|Sigma70_r2	PFAM:PF04542.20
contig_1	90596	90688	+	LLMDKN_000194	3.4	10.2		
contig_1	90716	91111	+	LLMDKN_000195	15.0	9.4		
contig_1	91167	91556	+	LLMDKN_000196	14.6	10.6		
contig_1	91576	91905	+	LLMDKN_000197	12.4	7.6		
contig_1	91896	92228	+	LLMDKN_000198	13.5	9.5		
contig_1	92310	92696	-	LLMDKN_000199	14.3	4.9	PF00892.27|EamA	PFAM:PF00892.27
contig_1	92636	93166	-	LLMDKN_000200	19.2	9.0	PF00892.27|EamA	PFAM:PF00892.27
contig_1	93401	94630	+	LLMDKN_000201	45.3	9.4		
contig_1	94788	95096	+	LLMDKN_000202	10.1	10.7	PF13488.11|Gly-zipper_Omp	PFAM:PF13488.11
contig_1	95433	95612	-	LLMDKN_000203	6.9	9.2		
contig_1	95703	95972	+	LLMDKN_000204	9.9	9.1	PF00912.28|Transgly	PFAM:PF00912.28
contig_1	96035	96319	+	LLMDKN_000205	10.7	10.6	PF00912.28|Transgly	PFAM:PF00912.28
contig_1	96385	96558	-	LLMDKN_000206	7.2	10.1		
contig_1	96594	96914	-	LLMDKN_000207	12.4	5.0		
contig_1	96923	97258	-	LLMDKN_000208	12.8	9.2		
contig_1	97268	97642	-	LLMDKN_000209	14.4	8.8		
contig_1	97608	98243	-	LLMDKN_000210	24.0	5.0	PF12741.13|SusD-like, PF12771.13|SusD-like_2	PFAM:PF12741.13, PFAM:PF12771.13
contig_1	98240	98362	-	LLMDKN_000211	4.4	4.1		
contig_1	98578	99099	-	LLMDKN_000212	19.1	7.9		
contig_1	99087	99839	-	LLMDKN_000213	28.6	7.7	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	99922	100191	-	LLMDKN_000214	9.9	9.4		
contig_1	100184	100282	-	LLMDKN_000215	3.9	4.9		
contig_1	100325	100579	-	LLMDKN_000216	9.3	8.1		
contig_1	100563	100919	-	LLMDKN_000217	13.6	9.5		
contig_1	100919	101260	-	LLMDKN_000218	11.9	4.6	PF07715.20|Plug	PFAM:PF07715.20
contig_1	101257	101748	-	LLMDKN_000219	17.3	5.2	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	102663	102905	-	LLMDKN_000220	9.3	5.6		
contig_1	102878	103705	-	LLMDKN_000221	31.2	8.5	PF02436.23|PYC_OADA	PFAM:PF02436.23
contig_1	103749	103949	-	LLMDKN_000222	7.2	9.5		
contig_1	104042	104347	-	LLMDKN_000223	11.5	9.5		
contig_1	104557	105216	-	LLMDKN_000224	25.7	9.8	PF04542.20|Sigma70_r2, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF08281.18
contig_1	105390	105689	+	LLMDKN_000225	11.0	6.1		
contig_1	105698	105949	+	LLMDKN_000226	9.6	5.0		
contig_1	105971	106291	+	LLMDKN_000227	12.0	7.9		
contig_1	106255	106470	+	LLMDKN_000228	8.1	5.3	PF01435.24|Peptidase_M48	PFAM:PF01435.24
contig_1	106467	106961	+	LLMDKN_000229	18.3	9.6	PF01435.24|Peptidase_M48	PFAM:PF01435.24
contig_1	107203	107385	+	LLMDKN_000230	6.8	7.8		
contig_1	107382	107696	+	LLMDKN_000231	11.6	9.0		
contig_1	107748	108284	-	LLMDKN_000232	19.7	6.9	PF03458.18|Gly_transporter	PFAM:PF03458.18
contig_1	109698	110081	+	LLMDKN_000234	14.3	9.7	PF13715.12|CarbopepD_reg_2	PFAM:PF13715.12
contig_1	110206	110595	+	LLMDKN_000235	14.7	5.2		
contig_1	110670	110945	+	LLMDKN_000236	10.5	5.0		
contig_1	110942	111166	+	LLMDKN_000237	8.4	9.0		
contig_1	111194	112174	+	LLMDKN_000238	37.8	9.4		
contig_1	112231	112581	+	LLMDKN_000239	13.7	9.6		
contig_1	112765	113184	+	LLMDKN_000240	15.8	7.0	PF00703.27|Glyco_hydro_2	PFAM:PF00703.27
contig_1	113135	113341	+	LLMDKN_000241	7.7	6.9	PF02836.23|Glyco_hydro_2_C	PFAM:PF02836.23
contig_1	113349	113540	+	LLMDKN_000242	7.3	5.8		
contig_1	113533	114291	+	LLMDKN_000243	27.7	9.1		
contig_1	114288	114803	+	LLMDKN_000244	19.5	6.1	PF00754.31|F5_F8_type_C, PF22633.2|F5_F8_type_C_2	PFAM:PF00754.31, PFAM:PF22633.2
contig_1	114848	115018	+	LLMDKN_000245	6.4	10.2		
contig_1	114976	115227	+	LLMDKN_000246	9.1	8.1	PF00004.35|AAA, PF00158.32|Sigma54_activat, PF05496.18|RuvB_N, PF07728.20|AAA_5	PFAM:PF00004.35, PFAM:PF00158.32, PFAM:PF05496.18, PFAM:PF07728.20
contig_1	115399	116121	+	LLMDKN_000247	27.0	5.2	PF12002.13|MgsA_C	PFAM:PF12002.13
contig_1	116205	116369	+	LLMDKN_000248	6.2	8.8		
contig_1	116318	116539	+	LLMDKN_000249	7.7	6.7	PF00389.36|2-Hacid_dh	PFAM:PF00389.36
contig_1	116589	117161	+	LLMDKN_000250	21.1	8.8	PF02826.25|2-Hacid_dh_C, PF03446.21|NAD_binding_2	PFAM:PF02826.25, PFAM:PF03446.21
contig_1	117164	117532	-	LLMDKN_000251	13.2	5.6	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_1	117556	118095	+	LLMDKN_000252	20.7	10.1		
contig_1	117938	118297	-	LLMDKN_000253	13.4	5.0		
contig_1	118264	118503	-	LLMDKN_000254	9.2	9.9		
contig_1	118491	118676	-	LLMDKN_000255	6.8	11.6		
contig_1	118706	119032	-	LLMDKN_000256	12.5	10.5		
contig_1	119014	119436	-	LLMDKN_000257	16.0	5.0		
contig_1	119448	119624	-	LLMDKN_000258	6.7	5.0		
contig_1	119680	119964	-	LLMDKN_000259	10.8	9.9		
contig_1	119961	120287	-	LLMDKN_000260	12.8	8.4		
contig_1	120372	120563	+	LLMDKN_000261	7.1	10.0		
contig_1	120653	120811	-	LLMDKN_000262	5.8	4.1		
contig_1	120798	121103	-	LLMDKN_000263	11.6	8.3		
contig_1	121117	121296	-	LLMDKN_000264	6.9	8.9		
contig_1	121268	121804	-	LLMDKN_000265	19.9	8.7		
contig_1	121809	122063	-	LLMDKN_000266	9.7	4.4		
contig_1	122111	122584	-	LLMDKN_000267	17.3	5.1		
contig_1	122632	122871	-	LLMDKN_000268	8.7	9.1	PF05406.20|WGR	PFAM:PF05406.20
contig_1	122994	123500	-	LLMDKN_000269	18.9	6.6		
contig_1	123541	123687	-	LLMDKN_000270	5.3	6.0		
contig_1	123695	123946	-	LLMDKN_000271	9.3	9.5		
contig_1	123952	124152	+	LLMDKN_000272	7.4	9.2		
contig_1	124171	124629	-	LLMDKN_000273	17.2	9.3		
contig_1	124839	125264	-	LLMDKN_000274	15.2	5.6		
contig_1	125333	125551	-	LLMDKN_000275	8.2	4.8		
contig_1	125500	125646	-	LLMDKN_000276	5.5	9.3		
contig_1	126012	126236	-	LLMDKN_000278	8.4	7.8		
contig_1	126203	126406	-	LLMDKN_000279	8.0	10.1		
contig_1	126577	127128	-	LLMDKN_000280	20.3	8.6		
contig_1	127088	127420	-	LLMDKN_000281	12.3	7.7		
contig_1	127952	128899	+	LLMDKN_000282	34.7	6.1		
contig_1	129042	129332	+	LLMDKN_000283	11.1	5.5		
contig_1	129419	129892	+	LLMDKN_000284	17.7	9.3	PF13533.12|Biotin_lipoyl_2	PFAM:PF13533.12
contig_1	129853	130266	+	LLMDKN_000285	14.8	4.7	PF16576.10|HlyD_D23	PFAM:PF16576.10
contig_1	130281	130544	+	LLMDKN_000286	8.9	5.5		
contig_1	130547	130948	+	LLMDKN_000287	14.7	10.2	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	130999	131289	+	LLMDKN_000288	10.5	4.9		
contig_1	131429	131986	+	LLMDKN_000289	19.6	5.4	PF12704.14|MacB_PCD	PFAM:PF12704.14
contig_1	131944	132411	+	LLMDKN_000290	17.1	5.7	PF12704.14|MacB_PCD	PFAM:PF12704.14
contig_1	132378	132647	+	LLMDKN_000291	9.6	5.7	PF02687.27|FtsX	PFAM:PF02687.27
contig_1	132930	133202	-	LLMDKN_000292	10.1	4.1		
contig_1	133203	133559	+	LLMDKN_000293	13.4	9.6	PF06580.19|His_kinase	PFAM:PF06580.19
contig_1	133559	133933	+	LLMDKN_000294	14.1	6.9		
contig_1	134176	134373	-	LLMDKN_000295	7.8	4.2		
contig_1	135025	135270	-	LLMDKN_000297	8.8	6.5		
contig_1	135267	135500	-	LLMDKN_000298	8.7	9.2		
contig_1	135585	135770	-	LLMDKN_000299	6.8	5.8		
contig_1	135819	135992	-	LLMDKN_000300	7.0	9.9		
contig_1	136225	136371	-	LLMDKN_000301	5.4	5.0		
contig_1	136689	136820	+	LLMDKN_000302	5.1	8.1		
contig_1	136945	137520	-	LLMDKN_000303	22.6	8.9		
contig_1	137767	137859	-	LLMDKN_000304	3.0	10.3		
contig_1	138614	138799	+	LLMDKN_000305	6.8	6.0		
contig_1	138838	139191	+	LLMDKN_000306	13.9	9.0		
contig_1	139313	139645	+	LLMDKN_000307	13.3	4.7	PF14684.11|Tricorn_C1	PFAM:PF14684.11
contig_1	139698	139811	+	LLMDKN_000308	4.4	9.4		
contig_1	139805	139981	+	LLMDKN_000309	6.7	4.4		
contig_1	140127	140378	+	LLMDKN_000310	9.9	9.1		
contig_1	140417	140617	+	LLMDKN_000311	7.8	9.3		
contig_1	140610	140942	+	LLMDKN_000312	12.1	4.9		
contig_1	141221	141604	+	LLMDKN_000313	14.5	9.5	PF00576.27|Transthyretin	PFAM:PF00576.27
contig_1	141625	141780	+	LLMDKN_000314	6.1	9.6	PF00576.27|Transthyretin	PFAM:PF00576.27
contig_1	141887	142519	-	LLMDKN_000315	22.9	5.9		
contig_1	142537	142695	-	LLMDKN_000316	5.8	5.7		
contig_1	142874	143050	-	LLMDKN_000317	6.8	6.1		
contig_1	142999	143550	-	LLMDKN_000318	21.3	5.4		
contig_1	143830	144072	-	LLMDKN_000319	9.3	6.6		
contig_1	144018	144626	-	LLMDKN_000320	23.9	5.7	PF06452.16|CBM9_1	PFAM:PF06452.16
contig_1	144905	145186	+	LLMDKN_000321	10.8	9.3		
contig_1	145260	145472	-	LLMDKN_000322	8.1	4.5		
contig_1	145788	146015	-	LLMDKN_000323	8.5	4.5	PF22292.1|DUF6965	PFAM:PF22292.1
contig_1	146499	146732	-	LLMDKN_000324	8.6	4.9	PF01182.26|Glucosamine_iso	PFAM:PF01182.26
contig_1	146729	147016	-	LLMDKN_000325	11.0	4.8	PF01182.26|Glucosamine_iso	PFAM:PF01182.26
contig_1	147081	147569	-	LLMDKN_000326	18.3	5.1	PF02781.21|G6PD_C	PFAM:PF02781.21
contig_1	147529	147873	-	LLMDKN_000327	12.9	5.6	PF02781.21|G6PD_C	PFAM:PF02781.21
contig_1	147855	148646	-	LLMDKN_000328	30.6	8.4	PF00479.28|G6PD_N, PF02781.21|G6PD_C	PFAM:PF00479.28, PFAM:PF02781.21
contig_1	148591	148806	-	LLMDKN_000329	8.1	5.4	PF00393.24|6PGD	PFAM:PF00393.24
contig_1	148924	149592	-	LLMDKN_000330	25.0	9.7	PF00393.24|6PGD	PFAM:PF00393.24
contig_1	149632	150063	-	LLMDKN_000331	15.5	4.8	PF03446.21|NAD_binding_2	PFAM:PF03446.21
contig_1	150196	150933	+	LLMDKN_000332	26.7	9.0		
contig_1	150906	151421	+	LLMDKN_000333	17.7	6.5		
contig_1	151583	151798	-	LLMDKN_000335	7.8	4.8		
contig_1	151810	151905	-	LLMDKN_000336	3.6	8.5		
contig_1	151892	152044	-	LLMDKN_000337	5.7	10.0		
contig_1	153544	153660	+	LLMDKN_000338	4.2	4.2		
contig_1	153940	154335	-	LLMDKN_000339	14.8	8.8		
contig_1	154317	154574	-	LLMDKN_000340	9.4	7.7		
contig_1	154946	155134	-	LLMDKN_000341	6.9	9.5		
contig_1	155143	155355	-	LLMDKN_000342	8.0	8.9		
contig_1	155333	155533	-	LLMDKN_000343	7.5	5.0		
contig_1	155582	155671	+	LLMDKN_000344	3.4	9.4		
contig_1	155781	155900	-	LLMDKN_000345	4.4	7.9		
contig_1	155910	156014	-	LLMDKN_000346	3.9	5.1		
contig_1	156011	156307	-	LLMDKN_000347	11.0	6.5	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	156383	156628	-	LLMDKN_000348	9.3	8.7		
contig_1	156989	157135	-	LLMDKN_000349	5.6	8.2		
contig_1	157132	157656	-	LLMDKN_000350	19.8	5.3		
contig_1	157616	157996	-	LLMDKN_000351	14.2	8.9	PF04321.23|RmlD_sub_bind	PFAM:PF04321.23
contig_1	158026	158331	-	LLMDKN_000352	11.2	4.7		
contig_1	158575	159150	-	LLMDKN_000353	22.0	5.9		
contig_1	159138	159347	-	LLMDKN_000354	8.2	5.5		
contig_1	159450	159836	-	LLMDKN_000355	14.1	7.7		
contig_1	159848	160081	-	LLMDKN_000356	9.0	8.8		
contig_1	160245	160553	-	LLMDKN_000357	11.4	5.5	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	160537	161025	-	LLMDKN_000358	19.2	9.6		
contig_1	161479	161649	-	LLMDKN_000359	6.6	4.4		
contig_1	161673	161792	-	LLMDKN_000360	4.4	5.7		
contig_1	161792	161950	-	LLMDKN_000361	6.0	4.2		
contig_1	162021	162293	-	LLMDKN_000362	10.7	7.9		
contig_1	162710	162877	-	LLMDKN_000363	6.4	9.9		
