#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	804851	806239	+	IMCPIC_00654	54.0	8.9		
contig_1	808643	809719	+	IMCPIC_00657	41.6	8.9	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	809731	810825	+	IMCPIC_00658	42.6	9.0		
contig_1	810902	811336	+	IMCPIC_00659	15.6	9.4	PF00132.30|Hexapep	PFAM:PF00132.30
contig_1	812407	813540	+	IMCPIC_00661	43.4	6.1	PF14667.12|Polysacc_synt_C	PFAM:PF14667.12
contig_1	814763	815869	+	IMCPIC_00663	42.0	9.4		
contig_1	821500	821688	+	IMCPIC_00670	6.9	10.6		
contig_1	825874	827685	+	IMCPIC_00676	71.1	7.9	PF00165.29|HTH_AraC, PF00515.34|TPR_1, PF07719.23|TPR_2, PF12833.13|HTH_18, PF13181.12|TPR_8, PF13424.12|TPR_12	PFAM:PF00165.29, PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12833.13, PFAM:PF13181.12, PFAM:PF13424.12
contig_1	829872	831377	+	IMCPIC_00679	54.6	8.2		
contig_1	840443	840955	+	IMCPIC_00691	19.6	5.0		
contig_1	854366	854479	-	IMCPIC_00701	4.3	8.1		
contig_1	883572	884816	+	IMCPIC_00727	48.0	8.1	PF02687.27|FtsX	PFAM:PF02687.27
contig_1	896934	897218	+	IMCPIC_00735	11.2	8.8		
contig_1	903198	904769	+	IMCPIC_00740	60.2	7.9	PF01420.25|Methylase_S	PFAM:PF01420.25, SO:0001217, UniRef:UniRef50_A0AB34X465
contig_1	904749	905348	-	IMCPIC_00741	22.9	5.9	PF01420.25|Methylase_S	PFAM:PF01420.25
contig_1	914566	914781	+	IMCPIC_00752	8.3	9.0		
contig_1	914804	915007	+	IMCPIC_00753	7.7	9.6		
contig_1	917801	918661	+	IMCPIC_00756	33.3	8.6		
contig_1	919611	920627	+	IMCPIC_00758	39.6	8.6	PF00852.26|Glyco_transf_10	PFAM:PF00852.26
contig_1	921707	922426	+	IMCPIC_00760	27.8	8.9	PF12919.13|TcdA_TcdB	PFAM:PF12919.13
contig_1	926297	926395	+	IMCPIC_00765	3.9	6.0		
contig_1	928336	928662	+	IMCPIC_00769	12.2	4.7	PF13657.11|Couple_hipA	PFAM:PF13657.11
contig_1	939238	939342	-	IMCPIC_00779	3.9	5.0		
contig_1	944727	946052	-	IMCPIC_00785	48.0	5.3	PF16819.11|DUF5074	PFAM:PF16819.11
contig_1	999811	999972	-	IMCPIC_00821	6.2	9.2	PF13529.12|Peptidase_C39_2	PFAM:PF13529.12
contig_1	1002547	1002783	+	IMCPIC_00823	9.3	9.1	PF13612.12|DDE_Tnp_1_3	PFAM:PF13612.12
contig_1	1015723	1015929	-	IMCPIC_00834	7.6	8.7		SO:0001217, UniRef:UniRef50_I9KK95
contig_1	1016146	1016694	-	IMCPIC_00835	20.7	9.0		
contig_1	1026924	1028267	+	IMCPIC_00843	49.5	9.9		
contig_1	1038771	1039022	+	IMCPIC_00855	9.7	9.4		
contig_1	1040355	1040630	-	IMCPIC_00858	10.6	4.8	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13174.12|TPR_6, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13414.12|TPR_11, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
contig_1	1057436	1058992	+	IMCPIC_00873	57.1	8.5	PF06808.19|DctM	PFAM:PF06808.19
contig_1	1073023	1074099	+	IMCPIC_00885	37.5	5.0	PF12985.13|DUF3869, PF22452.1|BF9343_1606-like_C	PFAM:PF12985.13, PFAM:PF22452.1
contig_1	1078723	1078836	+	IMCPIC_00891	4.3	10.2		
contig_1	1101605	1102789	+	IMCPIC_00913	46.0	5.5	PF07221.17|GlcNAc_2-epim	PFAM:PF07221.17
contig_1	1112081	1112239	-	IMCPIC_00919	6.4	10.1		
contig_1	1176961	1177113	-	IMCPIC_00954	6.3	9.8		
contig_1	1178252	1179592	-	IMCPIC_00956	50.6	5.0	PF00515.34|TPR_1, PF07719.23|TPR_2, PF09295.16|ChAPs, PF12569.14|NatA_aux_su, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13374.12|TPR_10, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF23914.1|TPR_CcmH_CycH	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF09295.16, PFAM:PF12569.14, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1, SO:0001217, UniRef:UniRef50_A0A3A5YZ46
contig_1	1179614	1179829	-	IMCPIC_00957	7.6	4.5		SO:0001217, UniRef:UniRef50_A0A1M4XI43
contig_1	1179822	1180223	-	IMCPIC_00958	15.4	9.3		
contig_1	1212746	1213753	+	IMCPIC_00986	38.6	6.3	PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8, PF17127.10|DUF5106	PFAM:PF13098.12, PFAM:PF13905.12, PFAM:PF17127.10
contig_1	1231387	1231527	+	IMCPIC_01002	5.6	8.6		
contig_1	1242726	1243883	-	IMCPIC_01010	40.8	9.7		
contig_1	1251114	1251452	-	IMCPIC_01017	13.0	9.7		SO:0001217, UniRef:UniRef50_E1WUX6
contig_1	1254708	1255271	+	IMCPIC_01023	22.0	6.3		
contig_1	1256799	1257602	+	IMCPIC_01025	31.7	6.0	PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13673.13
contig_1	1258907	1259116	+	IMCPIC_01028	7.7	4.6	PF00550.31|PP-binding	PFAM:PF00550.31
contig_1	1259116	1259844	+	IMCPIC_01029	26.8	9.0	PF00106.31|adh_short, PF13561.12|adh_short_C2, PF23441.1|SDR	PFAM:PF00106.31, PFAM:PF13561.12, PFAM:PF23441.1
contig_1	1259857	1260708	+	IMCPIC_01030	32.7	5.6	PF02522.19|Antibiotic_NAT	PFAM:PF02522.19
contig_1	1260712	1261332	+	IMCPIC_01031	23.3	4.9	PF00753.33|Lactamase_B	PFAM:PF00753.33
contig_1	1262429	1263409	+	IMCPIC_01033	38.4	8.5	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_1	1265034	1266260	+	IMCPIC_01035	46.8	9.0	PF13439.12|Glyco_transf_4	PFAM:PF13439.12
contig_1	1268551	1269912	+	IMCPIC_01038	52.0	8.9		
contig_1	1269924	1271051	+	IMCPIC_01039	43.4	8.1	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	1279143	1279622	+	IMCPIC_01046	17.2	9.2	PF00216.26|Bac_DNA_binding, PF14908.11|HU-CCDC81_euk_1, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF14908.11, PFAM:PF18291.6
contig_1	1292991	1293098	+	IMCPIC_01059	4.1	6.5		
contig_1	1293297	1293563	+	IMCPIC_01060	9.9	6.7		
contig_1	1293708	1294226	+	IMCPIC_01061	20.4	8.9		
contig_1	1295153	1296307	+	IMCPIC_01063	43.2	6.5		SO:0001217, UniRef:UniRef50_A0A9D2VNY9
contig_1	1304762	1304974	+	IMCPIC_01072	8.2	9.6		
contig_1	1345468	1345596	+	IMCPIC_01104	4.9	5.5		
contig_1	1354243	1354341	-	IMCPIC_01111	3.7	9.5		
contig_1	1358450	1358566	+	IMCPIC_01114	4.3	5.3		
contig_1	1359077	1359259	-	IMCPIC_01115	7.0	5.0		
contig_1	1361424	1361735	+	IMCPIC_01117	11.8	8.2		SO:0001217, UniRef:UniRef50_A0A081TXK2
contig_1	1362907	1363803	+	IMCPIC_01119	31.8	4.7		
contig_1	1367531	1368592	+	IMCPIC_01123	39.9	5.9		
contig_1	1368596	1368958	+	IMCPIC_01124	13.5	4.7	PF00962.28|A_deaminase	PFAM:PF00962.28
contig_1	1369085	1369306	+	IMCPIC_01125	8.0	8.5		
contig_1	1370165	1370380	+	IMCPIC_01128	7.9	4.5		
contig_1	1375973	1376257	+	IMCPIC_01137	11.0	8.9		SO:0001217, UniRef:UniRef50_R9HHM2
contig_1	1376582	1376956	+	IMCPIC_01139	13.9	7.9		
contig_1	1377069	1377404	+	IMCPIC_01140	12.3	7.7		
contig_1	1382566	1384170	+	IMCPIC_01146	57.4	5.7	PF13004.13|BACON, PF18998.6|Flg_new_2	PFAM:PF13004.13, PFAM:PF18998.6
contig_1	1384189	1384986	+	IMCPIC_01147	28.9	5.4		
contig_1	1385002	1385310	+	IMCPIC_01148	11.0	9.9		
contig_1	1391499	1391687	+	IMCPIC_01156	7.1	4.7		SO:0001217, UniRef:UniRef50_A0A396BR27
contig_1	1391688	1392131	-	IMCPIC_01157	17.0	9.2		
contig_1	1393922	1394263	+	IMCPIC_01160	13.3	5.1		SO:0001217, UniRef:UniRef50_R9HA03
contig_1	1398309	1398587	-	IMCPIC_01164	10.7	7.8		SO:0001217, UniRef:UniRef50_A0A396BU50
contig_1	1399366	1399506	-	IMCPIC_01166	5.5	9.0		
contig_1	1403408	1403692	-	IMCPIC_01170	10.7	4.5		
contig_1	1412760	1412903	+	IMCPIC_01176	5.6	6.5		
contig_1	1413189	1413593	+	IMCPIC_01177	14.6	5.6		SO:0001217, UniRef:UniRef50_A6KYZ2
contig_1	1413599	1414915	+	IMCPIC_01178	48.4	9.8		
contig_1	1418123	1418476	+	IMCPIC_01180	13.2	9.6		SO:0001217, UniRef:UniRef50_I9BFK9
contig_1	1423248	1423490	+	IMCPIC_01185	9.2	4.8		SO:0001217, UniRef:UniRef50_D4IMZ0
contig_1	1424407	1424676	+	IMCPIC_01187	10.5	5.1		
contig_1	1427858	1428775	-	IMCPIC_01191	35.9	9.4	PF13102.12|Phage_int_SAM_5, PF17293.8|Arm-DNA-bind_5	PFAM:PF13102.12, PFAM:PF17293.8
contig_1	1437832	1438059	-	IMCPIC_01200	8.5	4.4		
contig_1	1458908	1460023	-	IMCPIC_01219	42.8	8.9	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	1470427	1471617	-	IMCPIC_01227	45.3	9.6	PF01103.29|Omp85	PFAM:PF01103.29
contig_1	1476318	1476995	+	IMCPIC_01231	24.4	5.0	PF04205.19|FMN_bind	PFAM:PF04205.19
contig_1	1488335	1488907	+	IMCPIC_01243	21.2	6.0	PF00881.29|Nitroreductase	PFAM:PF00881.29
contig_1	1494254	1494643	-	IMCPIC_01248	15.4	10.0		
contig_1	1504985	1505380	-	IMCPIC_01256	14.5	9.0	PF22544.2|HYDIN_VesB_CFA65-like_Ig	PFAM:PF22544.2
contig_1	1513000	1513158	+	IMCPIC_01262	6.1	6.0		
contig_1	1522561	1522662	-	IMCPIC_01275	3.7	9.8		
contig_1	1522991	1523161	+	IMCPIC_01277	6.7	8.9		
contig_1	1523809	1524045	+	IMCPIC_01279	8.9	9.2		
contig_1	1538512	1538793	-	IMCPIC_01288	11.1	7.8		
contig_1	1538744	1539082	-	IMCPIC_01289	12.6	6.2	PF00892.27|EamA	PFAM:PF00892.27
contig_1	1540253	1540576	-	IMCPIC_01292	12.9	7.8		SO:0001217, UniRef:UniRef50_I9B3T9
contig_1	1541644	1542039	+	IMCPIC_01294	15.2	7.7		
contig_1	1546036	1547121	+	IMCPIC_01298	41.8	9.9		
contig_1	1554422	1554739	+	IMCPIC_01305	12.4	5.3		SO:0001217, UniRef:UniRef50_D1JMQ3
contig_1	1574967	1575266	+	IMCPIC_01316	11.6	5.2	PF13181.12|TPR_8	PFAM:PF13181.12
contig_1	1575343	1575696	+	IMCPIC_01317	14.0	4.1	PF24832.1|DUF7716	PFAM:PF24832.1, SO:0001217, UniRef:UniRef50_A0A927MRA9
contig_1	1575775	1576143	+	IMCPIC_01318	14.2	4.7		
contig_1	1576193	1576750	+	IMCPIC_01319	21.9	4.6		SO:0001217, UniRef:UniRef50_A0A0I9S9K6
contig_1	1576796	1577140	+	IMCPIC_01320	13.7	4.8		
contig_1	1581985	1582293	-	IMCPIC_01329	11.9	9.8		
contig_1	1582538	1582699	+	IMCPIC_01330	6.3	7.7		
contig_1	1622875	1623120	-	IMCPIC_01360	9.2	5.1	PF00076.28|RRM_1	PFAM:PF00076.28
contig_1	1627033	1627278	+	IMCPIC_01363	8.6	4.5	PF02823.21|ATP-synt_DE_N	PFAM:PF02823.21
contig_1	1627309	1627737	+	IMCPIC_01364	16.6	9.1		
contig_1	1652673	1652840	-	IMCPIC_01386	6.2	6.9		
contig_1	1652869	1653030	-	IMCPIC_01387	6.1	8.3		SO:0001217, UniRef:UniRef50_A0A9Q4JEE5
contig_1	1655466	1655594	+	IMCPIC_01390	5.0	9.2		
contig_1	1656331	1657134	+	IMCPIC_01391	30.1	5.0	PF00717.28|Peptidase_S24	PFAM:PF00717.28
contig_1	1658491	1659645	-	IMCPIC_01393	45.2	5.2	PF08867.16|FRG	PFAM:PF08867.16
contig_1	1659668	1661833	-	IMCPIC_01394	83.4	5.0	PF00515.34|TPR_1, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13424.12|TPR_12	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13424.12
contig_1	1662097	1662300	-	IMCPIC_01395	7.4	9.6		
contig_1	1662804	1663538	-	IMCPIC_01396	29.0	4.6		
contig_1	1663963	1664238	-	IMCPIC_01397	10.7	9.2		SO:0001217, UniRef:UniRef50_A0A060RAD3
contig_1	1664284	1664589	-	IMCPIC_01398	11.8	7.7		
contig_1	1665036	1665338	-	IMCPIC_01399	12.1	9.9		
contig_1	1665367	1665981	-	IMCPIC_01400	23.3	5.9		
contig_1	1665996	1666349	-	IMCPIC_01401	13.9	8.0		
contig_1	1667230	1669578	+	IMCPIC_01402	88.0	5.5	PF13342.12|Toprim_Crpt	PFAM:PF13342.12
contig_1	1669584	1670168	+	IMCPIC_01403	23.1	5.6		
contig_1	1672421	1672837	-	IMCPIC_01405	15.3	9.3		
contig_1	1672864	1673565	-	IMCPIC_01406	27.2	6.2	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13443.12
contig_1	1675173	1675625	+	IMCPIC_01408	17.5	4.1	PF08989.15|DUF1896	PFAM:PF08989.15
contig_1	1675763	1676131	-	IMCPIC_01409	14.3	5.5		
contig_1	1676128	1676754	-	IMCPIC_01410	24.2	8.3	PF08843.17|AbiEii	PFAM:PF08843.17
contig_1	1677721	1677843	+	IMCPIC_01412	4.8	9.4		
contig_1	1677944	1678084	+	IMCPIC_01413	5.4	4.9		
contig_1	1678071	1684250	+	IMCPIC_01414	232.2	5.4	PF00271.37|Helicase_C, PF07669.17|Eco57I	PFAM:PF00271.37, PFAM:PF07669.17
contig_1	1685261	1685803	+	IMCPIC_01416	20.9	10.1		
contig_1	1687767	1688105	-	IMCPIC_01419	13.2	7.7	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	1690843	1691382	-	IMCPIC_01422	19.9	6.5	PF01872.23|RibD_C	PFAM:PF01872.23
contig_1	1691717	1692574	-	IMCPIC_01423	33.9	5.7		
contig_1	1693066	1694829	-	IMCPIC_01424	67.8	5.6		
contig_1	1694838	1695059	-	IMCPIC_01425	8.4	5.2	PF24737.1|DUF7688	PFAM:PF24737.1
contig_1	1695122	1695316	-	IMCPIC_01426	7.6	9.1		
contig_1	1695559	1695819	-	IMCPIC_01427	10.1	7.7		
contig_1	1696224	1696358	-	IMCPIC_01428	5.3	11.2		
contig_1	1696538	1703185	+	IMCPIC_01429	259.7	6.2		
contig_1	1703189	1703767	+	IMCPIC_01430	22.3	6.3		
contig_1	1703783	1704379	+	IMCPIC_01431	23.1	5.4		
contig_1	1705937	1706305	+	IMCPIC_01435	14.2	9.1		
contig_1	1706607	1706702	-	IMCPIC_01436	3.7	8.1		
contig_1	1706704	1706871	-	IMCPIC_01437	6.6	9.9		
contig_1	1706896	1708035	-	IMCPIC_01438	44.8	9.0	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_1	1708059	1708706	-	IMCPIC_01439	24.9	9.2	PF00990.26|GGDEF	PFAM:PF00990.26
contig_1	1709437	1710132	+	IMCPIC_01440	25.5	7.7		
contig_1	1710274	1710690	-	IMCPIC_01441	16.2	4.8		
contig_1	1710701	1710961	-	IMCPIC_01442	10.0	6.1		
contig_1	1711140	1711298	+	IMCPIC_01443	6.2	4.9		
contig_1	1711508	1711798	-	IMCPIC_01444	10.7	9.5		
contig_1	1711825	1712133	-	IMCPIC_01445	11.8	9.2		
contig_1	1712177	1712443	-	IMCPIC_01446	10.5	7.8	PF18824.6|LPD11	PFAM:PF18824.6
contig_1	1713170	1713391	-	IMCPIC_01448	8.4	8.8		
contig_1	1713672	1713782	+	IMCPIC_01449	4.3	9.2		
contig_1	1713796	1715007	+	IMCPIC_01450	47.0	8.8		
contig_1	1715025	1715867	-	IMCPIC_01451	32.6	7.7		
contig_1	1720363	1720470	-	IMCPIC_01453	4.3	9.3		
contig_1	1722509	1722754	+	IMCPIC_01456	9.5	8.7		SO:0001217, UniRef:UniRef50_D7J9B9
contig_1	1722798	1723127	+	IMCPIC_01457	12.7	9.7		
contig_1	1728623	1729681	-	IMCPIC_01464	40.7	9.9	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_1	1731874	1732566	-	IMCPIC_01466	26.6	9.6		
contig_1	1732924	1733217	+	IMCPIC_01467	11.5	5.9	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	1733607	1734026	+	IMCPIC_01469	15.2	4.8		
contig_1	1734010	1737258	+	IMCPIC_01470	124.9	5.5	PF12770.12|CHAT	PFAM:PF12770.12
contig_1	1741511	1741630	-	IMCPIC_01475	4.7	4.8		
contig_1	1748203	1748688	-	IMCPIC_01479	17.8	6.2		
contig_1	1752848	1753363	-	IMCPIC_01482	20.0	4.9	PF00578.27|AhpC-TSA	PFAM:PF00578.27
contig_1	1753428	1753601	-	IMCPIC_01483	6.6	9.8		
contig_1	1753629	1754291	-	IMCPIC_01484	25.4	9.2		
contig_1	1756628	1757536	-	IMCPIC_01486	34.1	5.1		
contig_1	1757819	1758373	+	IMCPIC_01487	21.4	5.5	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
contig_1	1758380	1759336	+	IMCPIC_01488	36.3	5.7	PF16344.10|FecR_C	PFAM:PF16344.10
contig_1	1762298	1763101	-	IMCPIC_01490	31.1	9.0	PF13102.12|Phage_int_SAM_5, PF17293.8|Arm-DNA-bind_5	PFAM:PF13102.12, PFAM:PF17293.8
contig_1	1768164	1768598	+	IMCPIC_01496	15.9	9.0	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_1	1785931	1786029	-	IMCPIC_01511	3.6	8.0		
contig_1	1800808	1800903	+	IMCPIC_01522	3.6	9.7		
contig_1	1802115	1802582	+	IMCPIC_01524	17.0	9.2	PF00216.26|Bac_DNA_binding, PF14908.11|HU-CCDC81_euk_1, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF14908.11, PFAM:PF18291.6
contig_1	1807579	1808790	+	IMCPIC_01529	46.0	8.8	PF02493.26|MORN	PFAM:PF02493.26
contig_1	1818668	1818775	+	IMCPIC_01537	4.0	6.5		
contig_1	1825138	1826196	-	IMCPIC_01544	39.7	6.8	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF03447.22|NAD_binding_3, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF03447.22, PFAM:PF22725.1
contig_1	1832433	1832642	-	IMCPIC_01551	8.0	6.1	PF10771.15|DUF2582	PFAM:PF10771.15
contig_1	1837729	1837857	+	IMCPIC_01557	4.9	10.1		
contig_1	1859499	1859831	+	IMCPIC_01575	13.1	5.0		
contig_1	1865410	1865520	+	IMCPIC_01581	4.3	4.1		
contig_1	1889245	1889421	+	IMCPIC_01603	6.9	9.5		
contig_1	1891519	1891953	-	IMCPIC_01607	16.4	6.4		
contig_1	1894871	1895320	+	IMCPIC_01614	17.0	9.9		SO:0001217, UniRef:UniRef50_Q64TW7
contig_1	1897873	1898022	+	IMCPIC_01618	5.9	10.0		
contig_1	1898006	1898200	-	IMCPIC_01619	7.1	8.9		
contig_1	1898225	1898323	+	IMCPIC_01620	4.1	9.7		
